time,min,max,mean,mass,l2_error
48,6.195682337527985e-23,0.7472674004137542,0.0886226925452758,0.0686997616630045,0.05076786735146078
49,9.487978952023414e-23,0.7439638307677889,0.08862269254527581,0.0686997616630045,0.05148430012631115
50,1.441586789725067e-22,0.7407034757183368,0.0886226925452758,0.0686997616630045,0.05219227776377463
51,2.1736886202346845e-22,0.7374854058282588,0.08862269254527581,0.0686997616630045,0.052891963661447744
52,3.253458712631182e-22,0.7343087192728613,0.08862269254527581,0.0686997616630045,0.05358351681892392
53,4.8348389428847095e-22,0.731172540799083,0.08862269254527581,0.0686997616630045,0.05426709198980125
54,7.13510563531217e-22,0.7280760207320073,0.08862269254527581,0.0686997616630045,0.05494283982727132
55,1.045897965904018e-21,0.7250183340261901,0.08862269254527581,0.0686997616630045,0.055610907023609185
56,1.5231185668597742e-21,0.7219986793594448,0.0886226925452758,0.0686997616630045,0.0562714364438662
57,2.2040168885532272e-21,0.7190162782668664,0.0886226925452758,0.0686997616630045,0.05692456725405027
58,3.169646551329397e-21,0.7160703743130094,0.08862269254527581,0.0686997616630045,0.057570435044061806
59,4.531021619724157e-21,0.7131602323002579,0.0886226925452758,0.0686997616630045,0.05820917194563899
60,6.439355835303436e-21,0.7102851375115414,0.08862269254527581,0.0686997616630045,0.058840906745551265
61,9.099518963720454e-21,0.7074443949856535,0.08862269254527581,0.0686997616630045,0.05946576499426755
62,1.2787632933092608e-20,0.7046373288235378,0.08862269254527581,0.0686997616630045,0.060083869110312396
63,1.7873969780572647e-20,0.7018632815239946,0.08862269254527581,0.0686997616630045,0.06069533848051244
64,2.485260822470329e-20,0.6991216133473493,0.0886226925452758,0.0686997616630045,0.06130028955632414
65,3.437966722412781e-20,0.6964117017057109,0.0886226925452758,0.0686997616630045,0.06189883594642376
66,4.7322376410968494e-20,0.6937329405785184,0.08862269254527581,0.0686997616630045,0.06249108850573075
67,6.482178028157361e-20,0.6910847399521542,0.08862269254527581,0.0686997616630045,0.06307715542102693
68,8.837252351712138e-20,0.6884665252824631,0.08862269254527583,0.06869976166300451,0.06365714229332503
69,1.1992394970563052e-19,0.6858777369790834,0.08862269254527581,0.0686997616630045,0.06423115221713242
70,1.620076892148494e-19,0.6833178299105571,0.08862269254527581,0.0686997616630045,0.06479928585674817
71,2.178980418518912e-19,0.6807862729292388,0.08862269254527581,0.0686997616630045,0.06536164151972461
72,2.918128081692321e-19,0.6782825484150772,0.08862269254527581,0.0686997616630045,0.06591831522761775
73,3.8916382634120184e-19,0.6758061518373948,0.0886226925452758,0.0686997616630045,0.06646940078414476
74,5.16868371030375e-19,0.6733565913338323,0.0886226925452758,0.0686997616630045,0.06701498984086066
75,6.837348138154412e-19,0.670933387305675,0.08862269254527581,0.0686997616630045,0.0675551719604609
76,9.009385850107005e-19,0.6685360720288127,0.0886226925452758,0.0686997616630045,0.06809003467781112
77,1.182607574370226e-18,0.666164189279629,0.08862269254527581,0.0686997616630045,0.06861966355880043
78,1.5465397310458607e-18,0.6638172939751483,0.0886226925452758,0.0686997616630045,0.0691441422571099
79,2.0150798472767987e-18,0.6614949518268058,0.0886226925452758,0.0686997616630045,0.06966355256898332
80,2.6161874205942604e-18,0.6591967390072367,0.0886226925452758,0.0686997616630045,0.07017797448608355
81,3.384733180507524e-18,0.6569222418295115,0.0886226925452758,0.0686997616630045,0.07068748624651294
82,4.364068442894287e-18,0.6546710564382743,0.08862269254527581,0.0686997616630045,0.07119216438407369
83,5.60791903519564e-18,0.6524427885122662,0.08862269254527581,0.0686997616630045,0.07169208377583927
84,7.182664246770088e-18,0.6502370529777438,0.08862269254527581,0.0686997616630045,0.07218731768810585
85,9.170071243242472e-18,0.6480534737323238,0.08862269254527581,0.0686997616630045,0.07267793782078835
86,1.1670566797242232e-17,0.6458916833788123,0.08862269254527583,0.06869976166300451,0.07316401435032335
87,1.4807141201332817e-17,0.6437513229685938,0.08862269254527583,0.06869976166300451,0.0736456159711386
88,1.8729994028818085e-17,0.6416320417541798,0.08862269254527583,0.06869976166300451,0.07412280993574498
89,2.3622048197898153e-17,0.6395334969505322,0.08862269254527581,0.0686997616630045,0.07459566209350547
90,2.970547779550483e-17,0.6374553535047998,0.08862269254527581,0.0686997616630045,0.07506423692813237
91,3.724941656892631e-17,0.6353972838741176,0.08862269254527583,0.06869976166300451,0.07552859759396202
92,4.6579038155496436e-17,0.6333589678111413,0.08862269254527581,0.0686997616630045,0.07598880595105435
93,5.808622627316803e-17,0.6313400921569985,0.08862269254527581,0.0686997616630045,0.07644492259916175
94,7.224208353912324e-17,0.6293403506413592,0.08862269254527583,0.06869976166300451,0.07689700691061065
95,8.961156164338938e-17,0.627359443689337,0.08862269254527581,0.0686997616630045,0.07734511706213658
96,1.1087053362652248e-16,0.6253970782349477,0.08862269254527581,0.0686997616630045,0.07778931006571237
97,1.3682567136547453e-16,0.6234529675408653,0.0886226925452758,0.0686997616630045,0.07822964179840655
98,1.684375384550659e-16,0.6215268310242256,0.08862269254527581,0.0686997616630045,0.07866616703130863
99,2.0684736090461168e-16,0.6196183940882396,0.08862269254527581,0.0686997616630045,0.07909893945755504
100,2.5340799589664734e-16,0.6177273879593909,0.0886226925452758,0.0686997616630045,0.0795280117194891
101,3.0971968275020976e-16,0.6158535495299975,0.08862269254527581,0.0686997616630045,0.07995343543498648
102,3.776712306944445e-16,0.6139966212059346,0.08862269254527583,0.06869976166300451,0.08037526122297652
103,4.594873756162997e-16,0.6121563507593155,0.08862269254527581,0.0686997616630045,0.08079353872818812
104,5.57783123153051e-16,0.6103324911859463,0.08862269254527581,0.0686997616630045,0.08120831664514837
105,6.756259889382751e-16,0.6085248005673691,0.08862269254527583,0.06869976166300451,0.08161964274146022
106,8.166071490881761e-16,0.6067330419373222,0.08862269254527581,0.0686997616630045,0.08202756388038504
107,9.849226257709086e-16,0.6049569831524526,0.08862269254527583,0.06869976166300451,0.0824321260427542
108,1.1854657545991203e-15,0.6031963967671193,0.0886226925452758,0.0686997616630045,0.08283337434823355
109,1.423932313316693e-15,0.6014510599121387,0.0886226925452758,0.0686997616630045,0.0832313530759633
110,1.7069398355324684e-15,0.5997207541773236,0.0886226925452758,0.0686997616630045,0.08362610568459453
111,2.042162789830341e-15,0.5980052654976801,0.08862269254527583,0.06869976166300451,0.08401767483174377
112,2.438485474225367e-15,0.5963043840431244,0.08862269254527581,0.0686997616630045,0.08440610239288512
113,2.9061746594325814e-15,0.5946179041115964,0.0886226925452758,0.0686997616630045,0.08479142947969932
114,3.4570742125853e-15,0.5929456240254444,0.0886226925452758,0.0686997616630045,0.085173696457898
115,4.104824146721026e-15,0.5912873460309638,0.08862269254527581,0.0686997616630045,0.08555294296454112
116,4.86510677140454e-15,0.5896428762009791,0.0886226925452758,0.0686997616630045,0.08592920792486428
117,5.755922867157185e-15,0.5880120243403587,0.0886226925452758,0.0686997616630045,0.08630252956863244
118,6.7979010718041826e-15,0.5863946038943602,0.0886226925452758,0.0686997616630045,0.08667294544603577
119,8.014643951348826e-15,0.5847904318597065,0.0886226925452758,0.0686997616630045,0.08704049244314263
120,9.43311453245839e-15,0.5831993286982976,0.0886226925452758,0.0686997616630045,0.08740520679692441
121,1.1084067399037367e-14,0.5816211182534655,0.0886226925452758,0.0686997616630045,0.08776712410986612
122,1.3002528802614936e-14,0.5800556276686855,0.08862269254527581,0.0686997616630045,0.08812627936417616
123,1.522833060633723e-14,0.578502687308658,0.08862269254527581,0.0686997616630045,0.08848270693560836
124,1.7806703276188075e-14,0.5769621306826808,0.0886226925452758,0.0686997616630045,0.08883644060690864
125,2.07889335516222e-14,0.5754337943702338,0.08862269254527581,0.0686997616630045,0.08918751358089846
126,2.4233092872040415e-14,0.5739175179487003,0.08862269254527581,0.0686997616630045,0.08953595849320649
127,2.8204843106419417e-14,0.5724131439231535,0.08862269254527581,0.0686997616630045,0.08988180742465966
128,3.2778326631876965e-14,0.5709205176581394,0.08862269254527581,0.0686997616630045,0.09022509191334462
129,3.8037148333941845e-14,0.5694394873113886,0.08862269254527583,0.06869976166300451,0.09056584296634937
130,4.4075457657730934e-14,0.567969903769393,0.08862269254527583,0.06869976166300451,0.09090409107119575
131,5.099913942601958e-14,0.5665116205847873,0.08862269254527583,0.06869976166300451,0.09123986620697189
132,5.892712275821312e-14,0.5650644939154734,0.08862269254527583,0.06869976166300451,0.091573197855174
133,6.799281807435151e-14,0.5636283824654335,0.08862269254527583,0.06869976166300451,0.09190411501026673
134,7.834569285134205e-14,0.5622031474271745,0.08862269254527583,0.06869976166300451,0.09223264618997022
135,9.015299751542631e-14,0.5607886524257532,0.08862269254527581,0.0686997616630045,0.09255881944528284
136,1.0360165360621913e-13,0.5593847634643289,0.08862269254527583,0.06869976166300451,0.09288266237024682
137,1.1890031713424917e-13,0.5579913488711964,0.08862269254527581,0.0686997616630045,0.09320420211146538
138,1.3628163087647813e-13,0.5566082792482517,0.08862269254527581,0.0686997616630045,0.09352346537737806
139,1.5600468021343285e-13,0.5552354274208441,0.08862269254527581,0.0686997616630045,0.09384047844730213
140,1.7835766800795967e-13,0.5538726683889713,0.0886226925452758,0.0686997616630045,0.09415526718024667
141,2.0366082495975606e-13,0.5525198792797766,0.0886226925452758,0.0686997616630045,0.09446785702350596
142,2.3226957284225786e-13,0.5511769393013048,0.0886226925452758,0.0686997616630045,0.09477827302103929
143,2.6457795903960245e-13,0.54984372969748,0.0886226925452758,0.0686997616630045,0.09508653982164252
144,3.0102238185163816e-13,0.5485201337042658,0.0886226925452758,0.0686997616630045,0.09539268168691849
145,3.4208562712462825e-13,0.5472060365069729,0.0886226925452758,0.0686997616630045,0.09569672249905131
146,3.8830123789466146e-13,0.5459013251986772,0.0886226925452758,0.0686997616630045,0.09599868576839075
147,4.4025823990001893e-13,0.5446058887397159,0.08862269254527583,0.06869976166300451,0.09629859464085183
148,4.986062470279727e-13,0.5433196179182278,0.08862269254527581,0.0686997616630045,0.09659647190513523
149,5.640609720107506e-13,0.5420424053117066,0.0886226925452758,0.0686997616630045,0.09689233999977342
150,6.374101689746581e-13,0.5407741452495365,0.08862269254527581,0.0686997616630045,0.09718622102000751
151,7.195200357754884e-13,0.5395147337764813,0.08862269254527581,0.0686997616630045,0.09747813672449972
152,8.11342105422187e-13,0.538264068617097,0.08862269254527581,0.0686997616630045,0.09776810854188597
153,9.13920657298984e-13,0.5370220491410421,0.0886226925452758,0.0686997616630045,0.09805615757717319
154,1.0284006803435128e-12,0.535788576329258,0.08862269254527581,0.0686997616630045,0.09834230461798553
155,1.1560364218243526e-12,0.5345635527409941,0.08862269254527581,0.0686997616630045,0.09862657014066388
156,1.2982005568854173e-12,0.5333468824816527,0.0886226925452758,0.0686997616630045,0.09890897431622266
157,1.4563940155860716e-12,0.5321384711714305,0.08862269254527581,0.0686997616630045,0.09918953701616771
158,1.6322565057640469e-12,0.5309382259147319,0.08862269254527581,0.0686997616630045,0.09946827781817935
159,1.8275777716823737e-12,0.5297460552703339,0.08862269254527581,0.0686997616630045,0.09974521601166397
160,2.0443096300907566e-12,0.5285618692222789,0.0886226925452758,0.0686997616630045,0.1000203706031782
161,2.2845788270350926e-12,0.527385579151476,0.08862269254527581,0.0686997616630045,0.10029376032172842
162,2.550700760485135e-12,0.5262170978079895,0.08862269254527583,0.06869976166300451,0.1005654036239498
163,2.8451941156184437e-12,0.525056339283996,0.0886226925452758,0.0686997616630045,0.10083531869916736
164,3.1707964613975037e-12,0.52390321898739,0.0886226925452758,0.0686997616630045,0.10110352347434272
165,3.530480858904918e-12,0.5227576536160213,0.08862269254527581,0.0686997616630045,0.10137003561890935
166,3.927473533757406e-12,0.5216195611325446,0.08862269254527581,0.0686997616630045,0.1016348725494994
167,4.365272666801528e-12,0.5204888607398654,0.08862269254527581,0.0686997616630045,0.10189805143456479
168,4.8476683592009565e-12,0.519365472857166,0.08862269254527581,0.0686997616630045,0.10215958919889552
169,5.378763829955054e-12,0.5182493190964936,0.08862269254527581,0.0686997616630045,0.10241950252803797
170,5.962997905839761e-12,0.5171403222398967,0.0886226925452758,0.0686997616630045,0.10267780787261546
171,6.60516886573247e-12,0.5160384062170946,0.08862269254527583,0.06869976166300451,0.10293452145255401
172,7.310459703270752e-12,0.5149434960836647,0.08862269254527581,0.0686997616630045,0.10318965926121544
173,8.084464873798526e-12,0.5138555179997335,0.08862269254527581,0.0686997616630045,0.10344323706944046
174,8.93321859357044e-12,0.5127743992091581,0.08862269254527583,0.06869976166300451,0.10369527042950384
175,9.863224761213726e-12,0.5117000680191852,0.08862269254527581,0.0686997616630045,0.10394577467898405
176,1.0881488573484378e-11,0.5106324537805732,0.08862269254527581,0.0686997616630045,0.10419476494454949
177,1.1995549909398989e-11,0.5095714868681671,0.08862269254527581,0.0686997616630045,0.10444225614566353
178,1.3213518558872515e-11,0.5085170986619129,0.08862269254527581,0.0686997616630045,0.1046882629982102
179,1.454411137404333e-11,0.5074692215282989,0.08862269254527583,0.06869976166300451,0.10493280001804271
180,1.5996691423517736e-11,0.5064277888022152,0.0886226925452758,0.0686997616630045,0.10517588152445678
181,1.7581309231814034e-11,0.5053927347692175,0.08862269254527581,0.0686997616630045,0.10541752164359044
182,1.9308746188328927e-11,0.5043639946481869,0.08862269254527581,0.0686997616630045,0.10565773431175236
183,2.119056021218377e-11,0.5033415045743732,0.08862269254527581,0.0686997616630045,0.10589653327868023
184,2.3239133761332333e-11,0.502325201582814,0.08862269254527581,0.0686997616630045,0.10613393211073129
185,2.546772427632281e-11,0.5013150235921178,0.0886226925452758,0.0686997616630045,0.10636994419400622
186,2.7890517151101963e-11,0.5003109093886026,0.08862269254527581,0.0686997616630045,0.10660458273740853
187,3.052268132522593e-11,0.4993127986107813,0.08862269254527583,0.06869976166300451,0.10683786077564052
188,3.338042759379748e-11,0.49832063173418406,0.0886226925452758,0.0686997616630045,0.10706979117213766
189,3.6481069733381035e-11,0.4973343500565091,0.08862269254527581,0.0686997616630045,0.10730038662194295
190,3.984308854405098e-11,0.4963538956830946,0.08862269254527583,0.06869976166300451,0.10752965965452235
191,4.3486198909604274e-11,0.4953792115127023,0.08862269254527581,0.0686997616630045,0.10775762263652315
192,4.7431419979810735e-11,0.4944102412236056,0.0886226925452758,0.0686997616630045,0.10798428777447626
193,5.1701148580382265e-11,0.49344692925997435,0.08862269254527583,0.06869976166300451,0.10820966711744397
194,5.6319235958112276e-11,0.492489220818549,0.08862269254527581,0.0686997616630045,0.10843377255961448
195,6.131106797036582e-11,0.49153706183559653,0.08862269254527581,0.0686997616630045,0.10865661584284433
196,6.67036488297872e-11,0.49059039897414153,0.0886226925452758,0.0686997616630045,0.10887820855915006
197,7.25256885167319e-11,0.4896491796114654,0.0886226925452758,0.0686997616630045,0.1090985621531504
198,7.880769397352142e-11,0.48871335182686737,0.08862269254527581,0.0686997616630045,0.10931768792445974
199,8.558206419615962e-11,0.48778286438968,0.08862269254527583,0.06869976166300451,0.10953559703003467
200,9.288318934063588e-11,0.4868576667475342,0.08862269254527581,0.0686997616630045,0.10975230048647404
201,1.0074755396236978e-10,0.48593770901486694,0.08862269254527583,0.06869976166300451,0.10996780917227397
202,1.092138445087235e-10,0.4850229419616652,0.08862269254527583,0.06869976166300451,0.11018213383003886
203,1.1832306118581686e-10,0.484113317002442,0.0886226925452758,0.0686997616630045,0.11039528506864921
204,1.281186343221258e-10,0.48320878618543717,0.08862269254527581,0.0686997616630045,0.1106072733653874
205,1.386465453525241e-10,0.4823093021820388,0.08862269254527581,0.0686997616630045,0.11081810906802254
206,1.4995545254753802e-10,0.48141481827641924,0.08862269254527581,0.0686997616630045,0.1110278023968546
207,1.620968216136239e-10,0.48052528835538066,0.08862269254527583,0.06869976166300451,0.11123636344672008
208,1.751250612912444e-10,0.479640666898406,0.08862269254527581,0.0686997616630045,0.11144380218895854
209,1.8909766407841e-10,0.4787609089679089,0.08862269254527581,0.0686997616630045,0.11165012847334205
210,2.0407535220816686e-10,0.4778859701996794,0.08862269254527581,0.0686997616630045,0.11185535202996778
211,2.2012222900924573e-10,0.47701580679351985,0.0886226925452758,0.0686997616630045,0.11205948247111495
212,2.3730593577973965e-10,0.47615037550406736,0.08862269254527581,0.0686997616630045,0.11226252929306645
213,2.556978143042493e-10,0.4752896336317971,0.0886226925452758,0.0686997616630045,0.11246450187789633
214,2.753730751454183e-10,0.47443353901420404,0.08862269254527581,0.0686997616630045,0.11266540949522391
215,2.9641097184118146e-10,0.4735820500171575,0.08862269254527581,0.0686997616630045,0.11286526130393479
216,3.188949811393576e-10,0.4727351255264251,0.08862269254527581,0.0686997616630045,0.11306406635387017
217,3.4291298940144134e-10,0.4718927249393625,0.08862269254527583,0.06869976166300451,0.11326183358748453
218,3.685574853075772e-10,0.47105480815676437,0.0886226925452758,0.0686997616630045,0.11345857184147286
219,3.9592575899473824e-10,0.4702213355748735,0.08862269254527581,0.0686997616630045,0.11365428984836773
220,4.251201077600746e-10,0.46939226807754436,0.08862269254527583,0.06869976166300451,0.11384899623810713
221,4.5624804846124895e-10,0.4685675670285574,0.0886226925452758,0.0686997616630045,0.11404269953957356
222,4.894225367453278e-10,0.46774719426408073,0.08862269254527583,0.06869976166300451,0.11423540818210505
223,5.247621932374583e-10,0.46693111208527593,0.08862269254527583,0.06869976166300451,0.11442713049697867
224,5.623915368201185e-10,0.46611928325104485,0.08862269254527581,0.0686997616630045,0.11461787471886711
225,6.024412251331916e-10,0.46531167097091386,0.08862269254527581,0.0686997616630045,0.11480764898726906
226,6.450483024244817e-10,0.464508238898053,0.08862269254527581,0.0686997616630045,0.11499646134791362
227,6.90356454879549e-10,0.46370895112242655,0.08862269254527583,0.06869976166300451,0.11518431975413984
228,7.385162735589111e-10,0.4629137721640723,0.08862269254527581,0.0686997616630045,0.11537123206825112
229,7.896855250697229e-10,0.46212266696650695,0.08862269254527581,0.0686997616630045,0.11555720606284581
230,8.4402943009801e-10,0.46133560089025416,0.08862269254527583,0.06869976166300451,0.11574224942212409
231,9.017209499264007e-10,0.4605525397064934,0.08862269254527581,0.0686997616630045,0.11592636974317151
232,9.629410810610641e-10,0.45977344959082633,0.08862269254527581,0.0686997616630045,0.11610957453722003
233,1.0278791580902285e-09,0.4589982971171583,0.0886226925452758,0.0686997616630045,0.11629187123088687
234,1.0967331648952224e-09,0.4582270492516926,0.0886226925452758,0.0686997616630045,0.11647326716739145
235,1.1697100543334434e-09,0.45745967334703513,0.0886226925452758,0.0686997616630045,0.1166537696077512
236,1.247026076511033e-09,0.4566961371364066,0.08862269254527583,0.06869976166300451,0.1168333857319564
237,1.3289071157612994e-09,0.45593640872796043,0.08862269254527583,0.06869976166300451,0.11701212264012475
238,1.4155890364431084e-09,0.4551804565992038,0.08862269254527583,0.06869976166300451,0.11718998735363574
239,1.5073180376715326e-09,0.45442824959152,0.08862269254527581,0.0686997616630045,0.1173669868162455
240,1.6043510170910287e-09,0.45367975690478934,0.08862269254527583,0.06869976166300451,0.11754312789518248
241,1.7069559437992995e-09,0.45293494809210716,0.08862269254527581,0.0686997616630045,0.11771841738222436
242,1.8154122405277804e-09,0.4521937930545962,0.08862269254527583,0.06869976166300451,0.11789286199475635
243,1.9300111751823925e-09,0.4514562620363124,0.0886226925452758,0.0686997616630045,0.11806646837681156
244,2.051056261845804e-09,0.4507223256192406,0.0886226925452758,0.0686997616630045,0.11823924310009383
245,2.1788636713399557e-09,0.44999195471837977,0.08862269254527583,0.06869976166300451,0.11841119266498275
246,2.313762651445034e-09,0.4492651205769153,0.08862269254527583,0.06869976166300451,0.11858232350152219
247,2.456095956868407e-09,0.44854179476147593,0.08862269254527581,0.0686997616630045,0.11875264197039193
248,2.6062202890542885e-09,0.44782194915747464,0.08862269254527581,0.0686997616630045,0.1189221543638629
249,2.764506745922065e-09,0.4471055559645311,0.0886226925452758,0.0686997616630045,0.11909086690673665
250,2.9313412816183005e-09,0.44639258769197426,0.08862269254527581,0.0686997616630045,0.11925878575726882
251,3.10712517636443e-09,0.44568301715442304,0.08862269254527581,0.0686997616630045,0.11942591700807756
252,3.2922755164790855e-09,0.444976817467444,0.08862269254527581,0.0686997616630045,0.11959226668703657
253,3.487225684650825e-09,0.44427396204328423,0.08862269254527583,0.06869976166300451,0.11975784075815363
254,3.6924258605338276e-09,0.44357442458667795,0.08862269254527583,0.06869976166300451,0.11992264512243442
255,3.9083435317357856e-09,0.4428781790907249,0.08862269254527583,0.06869976166300451,0.12008668561873224
256,4.1354640152638705e-09,0.44218519983284005,0.08862269254527581,0.0686997616630045,0.12024996802458372
257,4.374290989491191e-09,0.4414954613707721,0.08862269254527581,0.0686997616630045,0.12041249805703097
258,4.625347036702652e-09,0.4408089385386901,0.08862269254527581,0.0686997616630045,0.12057428137343021
259,4.889174196275554e-09,0.4401256064433364,0.08862269254527581,0.0686997616630045,0.12073532357224726
260,5.166334528546608e-09,0.4394454404602453,0.08862269254527581,0.0686997616630045,0.12089563019384031
261,5.457410689413381e-09,0.43876841623002466,0.08862269254527581,0.0686997616630045,0.12105520672122973
262,5.763006515714384e-09,0.43809450965470115,0.08862269254527583,0.06869976166300451,0.12121405858085577
263,6.083747621428241e-09,0.43742369689412625,0.08862269254527581,0.0686997616630045,0.12137219114332387
264,6.420282004728483e-09,0.43675595436244247,0.08862269254527581,0.0686997616630045,0.1215296097241382
265,6.773280665926613e-09,0.43609125872460885,0.08862269254527581,0.0686997616630045,0.12168631958442332
266,7.143438236332116e-09,0.43542958689298406,0.08862269254527581,0.0686997616630045,0.12184232593163444
267,7.531473618054076e-09,0.434770916023966,0.08862269254527581,0.0686997616630045,0.12199763392025637
268,7.938130634765031e-09,0.4341152235146875,0.0886226925452758,0.0686997616630045,0.12215224865249148
269,8.364178693443573e-09,0.43346248699976603,0.0886226925452758,0.0686997616630045,0.12230617517893659
270,8.810413457108096e-09,0.43281268434810705,0.08862269254527581,0.0686997616630045,0.12245941849924942
271,9.277657528549934e-09,0.4321657936597597,0.0886226925452758,0.0686997616630045,0.12261198356280444
272,9.766761145069919e-09,0.43152179326282414,0.08862269254527581,0.0686997616630045,0.12276387526933853
273,1.0278602884218178e-08,0.4308806617104087,0.08862269254527581,0.0686997616630045,0.12291509846958644
274,1.081409038053273e-08,0.4302423777776372,0.08862269254527581,0.0686997616630045,0.12306565796590657
275,1.1374161053268188e-08,0.42960692045870424,0.0886226925452758,0.0686997616630045,0.12321555851289673
276,1.195978284510155e-08,0.42897426896397833,0.0886226925452758,0.0686997616630045,0.12336480481800069
277,1.2571954971797764e-08,0.4283444027171513,0.0886226925452758,0.0686997616630045,0.12351340154210506
278,1.3211708682813438e-08,0.42771730135243397,0.08862269254527581,0.0686997616630045,0.12366135330012724
279,1.3880108032812685e-08,0.42709294471179654,0.08862269254527581,0.0686997616630045,0.12380866466159415
280,1.45782506640648e-08,0.4264713128422529,0.08862269254527581,0.0686997616630045,0.12395534015121223
281,1.5307268599689032e-08,0.42585238599318836,0.0886226925452758,0.0686997616630045,0.12410138424942861
