step,min,max,mean
0,2.933365113812411e-43,0.9862448125673828,0.0886226925452758
1,1.3005161381413982e-42,0.9786599404254956,0.0886226925452758
2,5.272397746036533e-42,0.9712473711243086,0.0886226925452758
3,2.0500306005778448e-41,0.9640006806160399,0.0886226925452758
4,7.708335880603279e-41,0.9569137751005516,0.0886226925452758
5,2.808909162018764e-40,0.9499808695240772,0.0886226925452758
6,9.929502398120886e-40,0.9431964677635285,0.0886226925452758
7,3.407724431744113e-39,0.9365553443425131,0.0886226925452758
8,1.1362140240324841e-38,0.9300525275411596,0.0886226925452758
9,3.6831526588004123e-38,0.9236832837759744,0.0886226925452758
10,1.1615703088590446e-37,0.9174431031384507,0.0886226925452758
11,3.5664596570341743e-37,0.9113276859922503,0.0886226925452758
12,1.0668225840147652e-36,0.905332930538632,0.0886226925452758
13,3.111028418841476e-36,0.8994549212685712,0.0886226925452758
14,8.85039799486804e-36,0.8936899182278417,0.0886226925452758
15,2.4578463786377315e-35,0.8880343470283047,0.0886226925452758
16,6.667474742646752e-35,0.8824847895448972,0.0886226925452758
17,1.7679074520040994e-34,0.8770379752433989,0.0886226925452758
18,4.584804962800956e-34,0.8716907730890695,0.0886226925452758
19,1.1636214682485255e-33,0.8664401839907443,0.0886226925452758
20,2.8919638308541824e-33,0.861283333739028,0.0886226925452758
21,7.042376788926743e-33,0.8562174664008604,0.0886226925452758
22,1.681279915734361e-32,0.8512399381360194,0.0886226925452758
23,3.9372976913514356e-32,0.8463482114040828,0.0886226925452758
24,9.049632617682588e-32,0.8415398495330515,0.0886226925452758
25,2.0425325886162246e-31,0.836812511623258,0.0886226925452758
26,4.529362895033059e-31,0.8321639477623788,0.0886226925452758
27,9.873108305680057e-31,0.8275919945293582,0.08862269254527581
28,2.116565943891531e-30,0.823094570766858,0.0886226925452758
29,4.46454505049546e-30,0.8186696736034874,0.0886226925452758
30,9.270229526091286e-30,0.8143153747085634,0.0886226925452758
31,1.8956845391497032e-29,0.8100298167635085,0.0886226925452758
32,3.819377074868831e-29,0.8058112101352359,0.0886226925452758
33,7.584950189581106e-29,0.8016578297380006,0.0886226925452758
34,1.4853331059781677e-28,0.797568012071229,0.0886226925452758
35,2.8693109060481656e-28,0.7935401524217859,0.0886226925452758
36,5.469911185700951e-28,0.7895727022200005,0.0886226925452758
37,1.0294206940995078e-27,0.785664166539566,0.0886226925452758
38,1.9132484797107155e-27,0.7818131017321508,0.0886226925452758
39,3.5129068977575795e-27,0.778018113188232,0.0886226925452758
40,6.374186237921393e-27,0.7742778532162651,0.0886226925452758
41,1.1433706858656171e-26,0.7705910190328733,0.0886226925452758
42,2.0281045146958393e-26,0.7669563508572528,0.08862269254527581
43,3.5584996251635003e-26,0.7633726301034691,0.0886226925452758
44,6.177956899999978e-26,0.7598386776647572,0.0886226925452758
45,1.0615685954228576e-25,0.7563533522843433,0.0886226925452758
46,1.8059109961926225e-25,0.7529155490076791,0.0886226925452758
47,3.0423254689409315e-25,0.7495241977113252,0.0886226925452758
48,5.076778868464837e-25,0.7461782617040376,0.0886226925452758
49,8.39368404838332e-25,0.7428767363959078,0.08862269254527581
50,1.3753202046711314e-24,0.7396186480316781,0.0886226925452758
51,2.2337959923202066e-24,0.7364030524846072,0.0886226925452758
52,3.5972451598792e-24,0.733229034107496,0.0886226925452758
53,5.7448489652884536e-24,0.7300957046376993,0.0886226925452758
54,9.100419125247336e-24,0.727002202153152,0.0886226925452758
55,1.4302355917309965e-23,0.7239476900766237,0.0886226925452758
56,2.2305067546084617e-23,0.720931356225593,0.0886226925452758
57,3.4524937873829544e-23,0.7179524119052897,0.0886226925452758
58,5.304893326510927e-23,0.7150100910426083,0.0886226925452758
59,8.093068724180137e-23,0.7121036493587329,0.0886226925452758
60,1.2260794251899896e-22,0.7092323635784455,0.08862269254527579
61,1.8448726589106927e-22,0.7063955306742118,0.0886226925452758
62,2.7575787530889886e-22,0.7035924671432501,0.0886226925452758
63,4.09517359188488e-22,0.7008225083158972,0.0886226925452758
64,6.043194442437408e-22,0.6980850076936824,0.0886226925452758
65,8.862895527985118e-22,0.6953793363156127,0.0886226925452758
66,1.2919998866588275e-21,0.6927048821512597,0.0886226925452758
67,1.8723549050060817e-21,0.69006104951932,0.0886226925452758
68,2.697813675739419e-21,0.6874472585303932,0.0886226925452758
69,3.865371767137811e-21,0.6848629445527962,0.0886226925452758
70,5.507847091350152e-21,0.6823075577002955,0.0886226925452758
71,7.806167445342425e-21,0.6797805623407038,0.0886226925452758
72,1.1005549687868782e-20,0.6772814366243438,0.0886226925452758
73,1.5436700261779886e-20,0.6748096720314357,0.0886226925452758
74,2.154346452938273e-20,0.6723647729375193,0.0886226925452758
75,2.9918720507607065e-20,0.6699462561960664,0.0886226925452758
76,4.135076571143815e-20,0.6675536507374862,0.0886226925452758
77,5.68830011915323e-20,0.6651864971837679,0.0886226925452758
78,7.789039472991461e-20,0.6628443474780455,0.0886226925452758
79,1.0617702919423679e-19,0.6605267645284063,0.0886226925452758
80,1.441000397824715e-19,0.6582333218652998,0.0886226925452758
81,1.9472644724073624e-19,0.6559636033119394,0.0886226925452758
82,2.620308399776161e-19,0.6537172026671166,0.0886226925452758
83,3.511435887515446e-19,0.6514937233998803,0.0886226925452758
84,4.686613419049627e-19,0.6492927783555592,0.0886226925452758
85,6.23034002508214e-19,0.647113989472634,0.0886226925452758
86,8.250452944818437e-19,0.6449569875099882,0.0886226925452758
87,1.0884074545004959e-18,0.6428214117840914,0.0886226925452758
88,1.4304946213085315e-18,0.64070690991569,0.0886226925452758
89,1.87324422532581e-18,0.6386131375856027,0.0886226925452758
90,2.4442612116496367e-18,0.6365397582992345,0.0886226925452758
91,3.1781663735634352e-18,0.6344864431594464,0.0886226925452758
92,4.118237559537509e-18,0.6324528706474299,0.0886226925452758
93,5.318401186938338e-18,0.630438726411258,0.0886226925452758
94,6.845641508263762e-18,0.6284437030617931,0.0886226925452758
95,8.782906605400908e-18,0.6264674999756557,0.0886226925452758
96,1.1232603326761055e-17,0.624509823104963,0.0886226925452758
97,1.4320788542887765e-17,0.622570384793567,0.0886226925452758
98,1.820218141030787e-17,0.6206489035995298,0.0886226925452758
99,2.3066141054625226e-17,0.6187451041235885,0.0886226925452758
100,2.914377648858906e-17,0.6168587168433706,0.0886226925452758
101,3.6716380969597086e-17,0.614989477953136,0.0886226925452758
102,4.6125411699575796e-17,0.6131371292088272,0.0886226925452758
103,5.778426813062314e-17,0.6113014177782217,0.0886226925452758
104,7.219215854200667e-17,0.6094820960959895,0.0886226925452758
105,8.995038540658593e-17,0.6076789217234672,0.0886226925452758
106,1.117814258057167e-16,0.6058916572129674,0.0886226925452758
107,1.385512342501558e-16,0.6041200699764527,0.0886226925452758
108,1.712952522209883e-16,0.6023639321584073,0.0886226925452758
109,2.1124867209212265e-16,0.6006230205127508,0.0886226925452758
110,2.5988157340053285e-16,0.5988971162836414,0.0886226925452758
111,3.189396272919584e-16,0.5971860050900246,0.0886226925452758
112,3.904911510221435e-16,0.5954894768137902,0.0886226925452758
113,4.769813893053401e-16,0.5938073254914029,0.0886226925452758
114,5.812950037758065e-16,0.592139349208882,0.0886226925452758
115,7.068278666022046e-16,0.590485350000007,0.0886226925452758
116,8.575693801414699e-16,0.588845133747633,0.0886226925452758
117,1.0381966822445191e-15,0.5872185100880051,0.0886226925452758
118,1.2541822472714092e-15,0.5856052923179632,0.0886226925452758
119,1.5119165569117395e-15,0.5840052973049364,0.0886226925452758
120,1.8188476934428402e-15,0.5824183453996263,0.0886226925452758
121,2.18363990203046e-15,0.5808442603512867,0.0886226925452758
122,2.6163533790509268e-15,0.5792828692255076,0.0886226925452758
123,3.12864777118526e-15,0.577734002324418,0.0886226925452758
124,3.734012116226273e-15,0.5761974931092215,0.08862269254527581
125,4.448024222196049e-15,0.5746731781249872,0.0886226925452758
126,5.2886427675627134e-15,0.5731608969276166,0.0886226925452758
127,6.276535713162086e-15,0.5716604920129138,0.0886226925452758
128,7.435448946979406e-15,0.5701718087476871,0.0886226925452758
129,8.792619437351951e-15,0.5686946953028138,0.0886226925452758
130,1.0379237549550519e-14,0.5672290025882027,0.0886226925452758
131,1.2230963586231031e-14,0.5657745841895904,0.0886226925452758
132,1.4388504045067766e-14,0.5643312963071112,0.0886226925452758
133,1.6898253548140172e-14,0.5628989976955822,0.0886226925452758
134,1.9813008888498137e-14,0.5614775496064461,0.0886226925452758
135,2.3192762160923578e-14,0.5600668157313198,0.0886226925452758
136,2.7105580497378112e-14,0.5586666621470934,0.08862269254527581
137,3.162858051410365e-14,0.5572769572625335,0.0886226925452758
138,3.6849006197934615e-14,0.5558975717663381,0.0886226925452758
139,4.2865419615175364e-14,0.5545283785766009,0.0886226925452758
140,4.978901451845826e-14,0.5531692527916355,0.0886226925452758
141,5.774506365635936e-14,0.5518200716421213,0.08862269254527581
